stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,position,direction,wheelchair_boarding
2335052,448,,Lawrenceville Hwy & Exxon Gas Station,,33.886878,-84.158098,,,0,,America/New_York,,,0
2335053,449,,Lawrenceville Hwy & Pnc Bank (walmart),,33.904257,-84.113215,,,0,,America/New_York,,,0
2335054,450,,Lawrenceville Hwy & Goodwill,,33.888633,-84.156544,,,0,,America/New_York,,,0
2335055,451,,Lawrenceville Hwy & Greenwood Dr,,33.886811,-84.157819,,,0,,America/New_York,,,0
2335056,452,,Lawrenceville Hwy & Harmony Grove Rd,,33.880772,-84.16472,,,0,,America/New_York,,,0
2335057,453,,Lawrenceville Hwy & Hanarry Dr,,33.944762,-84.009346,,,0,,America/New_York,,,0
2335058,454,,Lawrenceville Hwy & Harbins Rd,,33.888959,-84.155235,,,0,,America/New_York,,,0
2335059,455,,Lawrenceville Hwy & Harbins Rd,,33.889202,-84.155506,,,0,,America/New_York,,,0
2335060,456,,Lawrenceville Hwy & Harmony Grove Rd,,33.88122,-84.164515,,,0,,America/New_York,,,0
2335061,457,,Lawrenceville Hwy & Pine St,,33.889508,-84.14463,,,0,,America/New_York,,,0
2335062,458,,Lawrenceville Hwy &tucker Valley Rd,,33.867094,-84.186814,,,0,,America/New_York,,,0
2335063,459,,Lawrenceville Hwy & Kenvilla Dr,,33.875644,-84.170504,,,0,,America/New_York,,,0
2335064,460,,Lawrenceville Hwy & Kenvilla Dr Ob,,33.87621,-84.170204,,,0,,America/New_York,,,0
2335065,462,,Lawrenceville Hwy & La Sabrosita Mexican,,33.904026,-84.115882,,,0,,America/New_York,,,0
2335066,463,,Lawrenceville Hwy & Lilburn School Rd,,33.88955,-84.151568,,,0,,America/New_York,,,0
2335067,464,,Lawrenceville Hwy & Lilburn School Rd Ob,,33.889775,-84.151529,,,0,,America/New_York,,,0
2335068,465,,Lawrenceville Hwy & Linda Dr,,33.870972,-84.175867,,,0,,America/New_York,,,0
2335069,466,,Lawrenceville Hwy & Mimosa Cir Ib,,33.872824,-84.173609,,,0,,America/New_York,,,0
2335070,467,,Lawrenceville Hwy & Mimosa Cir Ob,,33.873213,-84.173619,,,0,,America/New_York,,,0
2335071,468,,L'ville Suwanee Rd & Old Norcross Rd,,33.956686,-84.018225,,,0,,America/New_York,,,0
2335072,469,,Lawrenceville Hwy & Pepboys,,33.90499,-84.112638,,,0,,America/New_York,,,0
2335073,470,,Lawrenceville Hwy & Pizza Hut,,33.938602,-84.018109,,,0,,America/New_York,,,0
2335074,471,,Lawrenceville Hwy & Us Postal,,33.900698,-84.127303,,,0,,America/New_York,,,0
2335075,472,,Lawrenceville Hwy & Pounds Rd,,33.868545,-84.179166,,,0,,America/New_York,,,0
2335076,473,,Lawrenceville Hwy & Braxton Pl,,33.868889,-84.178954,,,0,,America/New_York,,,0
2335077,474,,Lawrenceville Hwy & Providence Christ Ib,,33.898984,-84.136044,,,0,,America/New_York,,,0
2335078,475,,Lawrenceville Hwy & Providence,,33.899788,-84.133519,,,0,,America/New_York,,,0
2335079,476,,Lawrenceville Suwanee & Radio Shack,,33.935493,-84.028219,,,0,,America/New_York,,,0
2335080,477,,L'ville Hwy & Shell/lilburn Animal Hosp,,33.889714,-84.14468,,,0,,America/New_York,,,0
2335081,478,,Lawrenceville Hwy & Summerwalk Pkwy,,33.867456,-84.182194,,,0,,America/New_York,,,0
2335082,479,,Lawrenceville Hwy & Stone Center Ob,,33.867797,-84.181982,,,0,,America/New_York,,,0
2335083,480,,Lawrenceville Hwy & Citgo Gas Station,,33.867317,-84.186794,,,0,,America/New_York,,,0
2335084,481,,L'ville Hwy & Rockbridge Rd (walgreens),,33.883544,-84.161388,,,0,,America/New_York,,,0
2335086,485,,Lawrenceville Hwy & Arcado Rd Ib,,33.902626,-84.122304,,,0,,America/New_York,,,0
2335087,486,,Lawrenceville Hwy & Pop Eyes Ob,,33.903718,-84.118255,,,0,,America/New_York,,,0
2335088,487,,L'ville Hwy & Lawrenceville Pediatrics,,33.941921,-84.012936,,,0,,America/New_York,,,0
2335089,488,,Lawrenceville Hwy & Pizza Hut Ib,,33.903504,-84.117996,,,0,,America/New_York,,,0
2335090,489,,Lawrenceville Hwy & Little Ceasars,,33.939745,-84.015852,,,0,,America/New_York,,,0
2335091,493,,Live Oakpkwy & Live Oak Center,,33.909391,-84.199538,,,0,,America/New_York,,,0
2335092,494,,Live Oak Pkwy & Fire Department,,33.911856,-84.200697,,,0,,America/New_York,,,0
2335093,495,,Live Oak Pkwy At Live Oak Plaza Ib,,33.907874,-84.20235,,,0,,America/New_York,,,0
2335094,496,,Live Oak Pkwy & Salvation Army,,33.91061,-84.199694,,,0,,America/New_York,,,0
2335095,497,,Mcdonough Dr & Tech Rentals Ob,,33.904115,-84.219756,,,0,,America/New_York,,,0
2335096,498,,Mcdonough Dr & Webb Dr Ob,,33.904893,-84.218495,,,0,,America/New_York,,,0
2335097,499,,Mcdonough Dr & Young Ct Ob,,33.907038,-84.215805,,,0,,America/New_York,,,0
2335098,501,,Marathon Oil  Ib,,33.908827,-84.271647,,,0,,America/New_York,,,0
2335099,504,,Mcdonough Dr & Dawson Blvd (rooms2go),,33.909766,-84.209671,,,0,,America/New_York,,,0
2335100,505,,Mcdonough Dr & Int'l Seadfood (across),,33.908174,-84.213435,,,0,,America/New_York,,,0
2335101,506,,Mcdonough Dr & Int'l Seafood,,33.908221,-84.213561,,,0,,America/New_York,,,0
2335102,507,,Mcdonough Dr & Centerline,,33.90413,-84.220036,,,0,,America/New_York,,,0
2335103,508,,Mcdonough Dr & Webb Dr (apex),,33.905414,-84.21809,,,0,,America/New_York,,,0
2335104,509,,Mcdonough Dr & Wilwat Dr (past Street),,33.909137,-84.211414,,,0,,America/New_York,,,0
2335105,510,,Mcdonough Dr & Young Ct Ib,,33.907281,-84.215593,,,0,,America/New_York,,,0
2335106,511,,Steve Reynolds Blvd At Meadow Creek Hs,,33.923513,-84.147053,,,0,,America/New_York,,,0
2335107,513,,Medlock Bridge Rd & Animal Hospital,,33.957137,-84.208188,,,0,,America/New_York,,,0
2335108,514,,Medlock Bridge Rd & Chevron Gas Station,,33.962064,-84.208582,,,0,,America/New_York,,,0
2335109,515,,Medlock Bridge Rd & Medlock Corners Dr,,33.963603,-84.208383,,,0,,America/New_York,,,0
2335110,516,,Medlock Bridge Rd & Thai Star Restaurant,,33.960022,-84.208526,,,0,,America/New_York,,,0
2335111,521,,Mitchell Rd & Everglades Tr,,33.93476,-84.202378,,,0,,America/New_York,,,0
2335112,522,,Mithcell Rd & Goodwick Way (across),,33.928291,-84.196165,,,0,,America/New_York,,,0
2335113,523,,Mitchell Rd & Goodwick Way,,33.928391,-84.195984,,,0,,America/New_York,,,0
2335114,524,,Mitchell Rd & Co-Op Ministry,,33.931958,-84.200735,,,0,,America/New_York,,,0
2335115,525,,Mitchell Rd & Co-Op Ministry,,33.932031,-84.200562,,,0,,America/New_York,,,0
2335116,527,,Mitchell Rd & Price Pl,,33.938374,-84.206004,,,0,,America/New_York,,,0
2335117,528,,Mitchell Rd & Everglades Tr (shell),,33.934653,-84.202516,,,0,,America/New_York,,,0
2335118,529,,Mitchell Rd & Station Cir (across),,33.926394,-84.194557,,,0,,America/New_York,,,0
2335119,530,,Mitchell Rd & Station Cir,,33.926368,-84.19434,,,0,,America/New_York,,,0
2335120,534,,Martin Luther King Dr & Washington St,,33.750053,-84.388296,,,0,,America/New_York,,,0
2335121,536,,Old Norcross Rd & Monfort Rd,,33.954532,-84.020946,,,0,,America/New_York,,,0
2335122,537,,Nash St & Culver St,,33.950503,-83.990013,,,0,,America/New_York,,,0
2335124,539,,Nash St & Stone Mountain St,,33.95026,-83.990013,,,0,,America/New_York,,,0
2335125,540,,N Berkeley Lake Rd & The Estates Apts,,33.971261,-84.155421,,,0,,America/New_York,,,0
2335126,541,,Nberkeley Lake Rd & Marquis @ Nberkeley,,33.968742,-84.1515,,,0,,America/New_York,,,0
2335127,542,,N Berkeley Lake Road & Wal-Mart,,33.96889,-84.149369,,,0,,America/New_York,,,0
2335128,545,,Old Norcross Rd & Cntry @sugarloaf Apts,,33.953845,-84.044182,,,0,,America/New_York,,,0
2335129,546,,Old Norcross Rd & Benefield Elementary,,33.954167,-84.031914,,,0,,America/New_York,,,0
2335130,547,,Old Norcross Rd & 3100 Curtis Building,,33.955971,-84.105679,,,0,,America/New_York,,,0
2335131,549,,Old Norcross Rd & Averritt (across) Ib,,33.953719,-84.023933,,,0,,America/New_York,,,0
2335132,551,,Old Norcross Rd & Berkmark/central Hs,,33.954335,-84.036771,,,0,,America/New_York,,,0
2335133,552,,Old Norcross Rd & Old Norcross Plaza,,33.95232,-84.102293,,,0,,America/New_York,,,0
2335134,553,,Old Norcross Rd & Riverside Pkwy,,33.953327,-84.026153,,,0,,America/New_York,,,0
2335135,554,,Old Norcross Rd & Sugarloaf Pkwy,,33.953132,-84.050643,,,0,,America/New_York,,,0
2335136,555,,Old Norcross Rd & Sweetwater Rd,,33.951724,-84.100866,,,0,,America/New_York,,,0
2335137,556,,Old Norcross Rd & Tipton Industrial Dr,,33.953845,-84.041956,,,0,,America/New_York,,,0
2335138,557,,S Norcross Tucker Rd & Boost Mobile,,33.895631,-84.210279,,,0,,America/New_York,,,0
2335139,558,,Norcross Tucker Rd & Checkers,,33.901336,-84.205752,,,0,,America/New_York,,,0
2335140,559,,Norcross Tucker Rd & Crestwood Apts,,33.897556,-84.209023,,,0,,America/New_York,,,0
2335141,560,,S Norcross Tucker Rd & Danbury Dr Ob,,33.899288,-84.207372,,,0,,America/New_York,,,0
2335142,561,,Norcross Tucker Rd & Graves Rd,,33.89559,-84.209983,,,0,,America/New_York,,,0
2335143,562,,S Norcross Tucker Rd & Rest. Las Islitas,,33.901292,-84.206087,,,0,,America/New_York,,,0
2335144,563,,Norcorss Tucker Rd & Oakwood Cir,,33.899132,-84.2072,,,0,,America/New_York,,,0
2335145,564,,Old Norcross Rd & Showroom (raco Dr),,33.954474,-84.021919,,,0,,America/New_York,,,0
2335146,565,,New Peachtree Rd At Lazaros Auto Rep Ib,,33.91154,-84.265912,,,0,,America/New_York,,,0
2335147,566,,New Peachtree Rd & Longmire Way Ob,,33.907939,-84.272968,,,0,,America/New_York,,,0
2335148,567,,New Peachtree Rd & Longmire Way Ib,,33.907441,-84.273247,,,0,,America/New_York,,,0
2335149,568,,New Peachtree Rd & Mcelroy Rd Ib,,33.910908,-84.267697,,,0,,America/New_York,,,0
2335150,569,,New Peachtree Rd & Mcelroy Rd (bp),,33.911243,-84.267237,,,0,,America/New_York,,,0
2335151,570,,Pebble Wood Apartments Ob,,33.905863,-84.27586,,,0,,America/New_York,,,0
2335152,571,,Live Oak Pkwy & Brookside Apartments,,33.909378,-84.199281,,,0,,America/New_York,,,0
2335153,572,,Live Oak Pkwy & Oaklake Office Center,,33.910805,-84.199648,,,0,,America/New_York,,,0
2335154,574,,Live Oak Pkwy Lakeside Corporate Ct,,33.912348,-84.200492,,,0,,America/New_York,,,0
2335155,576,,Oakbrook Pkwy & Oakbrook Dri,,33.915241,-84.197798,,,0,,America/New_York,,,0
2335156,577,,Oakbrook Pkwy & Hotel  Ib,,33.914357,-84.200311,,,0,,America/New_York,,,0
2335157,578,,Oakbrook Pkwy & Oakbrook Lake Dr Ob,,33.914291,-84.199791,,,0,,America/New_York,,,0
2335158,579,,Oakbrook Pkwy & Oakbrook Summit,,33.915415,-84.198127,,,0,,America/New_York,,,0
2335159,580,,Old Norcross Rd & Sweetwater Rd,,33.95212,-84.102462,,,0,,America/New_York,,,0
2335160,581,,Old Norcross Rd & Mill Valley Apts,,33.951344,-84.100533,,,0,,America/New_York,,,0
2335161,582,,Old Norcross Rd At Gwinnett Clinic,,33.957186,-84.109403,,,0,,America/New_York,,,0
2335162,583,,Old Norcross At The Gwinnett Body Shop,,33.955595,-84.105672,,,0,,America/New_York,,,0
2335163,584,,Old Norcross Rd & Old Victorian Rd Ib,,33.950884,-84.098703,,,0,,America/New_York,,,0
2335164,585,,Old Norcross Rd & Bridge,,33.953604,-84.041916,,,0,,America/New_York,,,0
2335165,586,,Old Norcross Rd & Burnham Ridge,,33.953761,-84.039297,,,0,,America/New_York,,,0
2335166,587,,Old Norcross Rd & Breckinridge Blvd Ib,,33.958661,-84.111462,,,0,,America/New_York,,,0
2335167,588,,Old Norcross Rd & Breckinridge Blvd(wf),,33.958382,-84.111643,,,0,,America/New_York,,,0
2335168,589,,Old Norcrss Rd & Shell Gas Station,,33.95273,-84.049848,,,0,,America/New_York,,,0
2335169,590,,Old Norcross At Stephen Gould Corp,,33.954678,-84.104739,,,0,,America/New_York,,,0
2335170,591,,Old Norcross & Sweetwoods Dr,,33.949306,-84.093645,,,0,,America/New_York,,,0
2335171,593,,Park Dr & Beaver Ruin Rd Ib,,33.933562,-84.153022,,,0,,America/New_York,,,0
2335172,594,,Park Dr & Beaver Ruin Rd Ob,,33.933536,-84.153157,,,0,,America/New_York,,,0
2335173,595,,W Peachtree St & 10th St Ob,,33.781367,-84.386913,,,0,,America/New_York,,,0
2335174,596,,Peachtree St & 14th Ave Ob,,33.786301,-84.386637,,,0,,America/New_York,,,0
2335175,597,,Peachtree Industrial Rd & Adva Ob,,33.954819,-84.221305,,,0,,America/New_York,,,0
2335176,599,,Peachtree Indust Rd & Fine Art Gallery,,33.952234,-84.226757,,,0,,America/New_York,,,0
2335177,600,,Ptree Ind Blvd & Mercer Place Apts,,33.942717,-84.243342,,,0,,America/New_York,,,0
2335178,602,,Peachtree Center Ave & Auburn Ave,,33.755415,-84.386066,,,0,,America/New_York,,,0
2335179,604,,Ptree Corners Cir & Autumn Trace Dr,,33.947007,-84.251566,,,0,,America/New_York,,,0
2335180,607,,P'tree Corners Cir & Corners Ind Cir,,33.941907,-84.250066,,,0,,America/New_York,,,0
2335181,608,,P'tree Corners Cir & Elmside Villg Ln,,33.95437,-84.250174,,,0,,America/New_York,,,0
2335182,613,,Peachtree Pkwy & Hyatt Ib,,33.96628169002,-84.222876433686,,,0,,America/New_York,,,0
2335183,614,,Peachtree Center Ave & John Wesley Dobbs Ave ,,33.757033,-84.386027,,,0,,America/New_York,,,0
2335184,615,,P'tree Corners Cir & Jones Mill Spur,,33.945535,-84.251131,,,0,,America/New_York,,,0
2335185,616,,P'tree Ind Blvd & Hunters Ridge Apts,,33.940792,-84.24669,,,0,,America/New_York,,,0
2335186,617,,Peachtree Corners Cir & Springs Nw,,33.952206,-84.251027,,,0,,America/New_York,,,0
2335187,618,,P'tree Industrial Blvd & Kingston Ct,,33.941584,-84.24392,,,0,,America/New_York,,,0
2335188,620,,Peachtree Corners Cir & Muray's,,33.940181,-84.249271,,,0,,America/New_York,,,0
2335189,621,,Peachtree Center Dr & North Ave Ob,,33.770961,-84.386209,,,0,,America/New_York,,,0
2335190,622,,New Peachtree Rd & Oakcliff Ob,,33.912193,-84.265539,,,0,,America/New_York,,,0
2335191,623,,Peachtree Pkwy & Publix,,33.952211,-84.234155,,,0,,America/New_York,,,0
2335192,624,,Peachtree Pkwy & Peachtree Corner Cir Ib,,33.977353,-84.217574,,,0,,America/New_York,,,0
2335193,626,,N Peachtree St & Reps Miller Road,,33.954106,-84.20859,,,0,,America/New_York,,,0
2335194,627,,P'tree Corners Cir & Silver Oaks Apts,,33.957175,-84.248858,,,0,,America/New_York,,,0
2335195,628,,P'tree Industrial Rd & Divots Sportswear,,33.953787,-84.22377,,,0,,America/New_York,,,0
2335196,629,,Peachtree Industrail Blvd & Target Plaza,,33.949984,-84.230573,,,0,,America/New_York,,,0
2335197,631,,Peachtree Corners Cir& Springs Ln,,33.95049,-84.251678,,,0,,America/New_York,,,0
2335198,632,,Peachtree Pkwy & Weslayan School Ob,,33.974073,-84.21939,,,0,,America/New_York,,,0
2335199,633,,Peachtree Corners Cir & Appletree Way Ib,,33.957525,-84.248173,,,0,,America/New_York,,,0
2335200,634,,Peachtree Corners Cir & Bannor Ln,,33.951069,-84.251135,,,0,,America/New_York,,,0
2335201,635,,P'tree Corners Cir & Brandywine Tr,,33.956464,-84.248968,,,0,,America/New_York,,,0
2335202,636,,P'tree Corners Cir & Jones Mill Spur,,33.944953,-84.250665,,,0,,America/New_York,,,0
2335203,637,,Pechtree Corners Cir & Hunters Ridge,,33.943687,-84.250311,,,0,,America/New_York,,,0
2335204,638,,Peachtree Corners Cir & Kilnect Ct,,33.952352,-84.250678,,,0,,America/New_York,,,0
2335205,639,,Peachtree Corners Cir & Md&e Clarity,,33.94074,-84.249252,,,0,,America/New_York,,,0
2335206,640,,P'tree Corners Cir & Parton Ct,,33.949603,-84.251576,,,0,,America/New_York,,,0
2335207,641,,Peachtree Corners Cir And Quicktrip Ib,,33.941859,-84.249777,,,0,,America/New_York,,,0
2335208,642,,Peachtree Pkwy & Residence Inn Hotel,,33.974073,-84.219819,,,0,,America/New_York,,,0
2335209,643,,Peachtree Pkwy Plaza Ib,,33.970782412319,-84.220854224255,,,0,,America/New_York,,,0
2335210,645,,New Peachtree Rd & Pebblewood Apts,,33.905627,-84.275785,,,0,,America/New_York,,,0
2335211,646,,Phillip Blvd & Katherine Oaks Rd,,33.967614,-84.010312,,,0,,America/New_York,,,0
2335212,647,,Philip Blvd & Walther Rd,,33.968354477153,-84.006144800178,,,0,,America/New_York,,,0
2335213,648,,Phillip Blvd & Walther Blvd,,33.968688,-84.00652,,,0,,America/New_York,,,0
2335214,649,,Phillip Blvd & Katherine Oak Ct Ib,,33.967677,-84.010446,,,0,,America/New_York,,,0
2335215,650,,W Pike St & Mcconnell Dr,,33.963446,-84.007041,,,0,,America/New_York,,,0
2335216,651,,W Pike St & Buchannan St (hertz),,33.95857,-84.002043,,,0,,America/New_York,,,0
2335217,652,,W Pike St & Honeysuckle Ave,,33.957938,-83.999014,,,0,,America/New_York,,,0
2335218,653,,W Pike St & Old Norcross Rd,,33.960768,-84.004716,,,0,,America/New_York,,,0
2335219,654,,W Pike St & Phoenix Hs,,33.962048,-84.006036,,,0,,America/New_York,,,0
2335220,660,,Pleasant Hill Rd & Lawrenceville Hwy Ib,,33.90811,-84.111799,,,0,,America/New_York,,,0
2335221,661,,Pleasant Hill Rd & Pleasant Hill Plaza,,33.945792,-84.125362,,,0,,America/New_York,,,0
2335222,662,,Pleasant Hill Rd & Popeyes Ob,,33.946383,-84.126167,,,0,,America/New_York,,,0
2335223,664,,Mitchell Rd & Price Pl Ob,,33.938048,-84.205973,,,0,,America/New_York,,,0
2335224,665,,L'ville Suwanee Rd & Professional Dr,,33.960462,-84.020474,,,0,,America/New_York,,,0
2335225,666,,Prof Dr & Second Four Way Stop Sign Ib,,33.961547,-84.018548,,,0,,America/New_York,,,0
2335226,667,,575 Professional Dr,,33.96501,-84.011449,,,0,,America/New_York,,,0
2335227,670,,Tech Dr & Food Depot,,33.914784,-84.163662,,,0,,America/New_York,,,0
2335228,672,,Reps Miller Rd & Race Track,,33.95491,-84.218768,,,0,,America/New_York,,,0
2335229,673,,3119 Reps Miller Rd Office Park,,33.954364,-84.215086,,,0,,America/New_York,,,0
2335230,674,,Reps Miller Rd & Wyngate (reps Ln),,33.953722,-84.212149,,,0,,America/New_York,,,0
2335231,675,,Old Norcross Rd & Riverside Pkwy,,33.953219,-84.02715,,,0,,America/New_York,,,0
2335232,676,,Old Norcross Rd & Winding River Dr,,33.953578,-84.044135,,,0,,America/New_York,,,0
2335233,677,,Grayson Hwy & Phillip St (citgo),,33.945915,-83.985502,,,0,,America/New_York,,,0
2335234,678,,Satellite Blvd & Marquis @ Sugarloaf Ib,,33.981002,-84.092562,,,0,,America/New_York,,,0
2335235,679,,Satellite Blvd & Abba Dabba Plaza,,33.963948,-84.126159,,,0,,America/New_York,,,0
2335236,680,,Satellite Blvd & The Fall Apts Ob,,33.953088,-84.143779,,,0,,America/New_York,,,0
2335237,681,,Satellite Blvd & Bank Of America Ib,,33.95969,-84.133028,,,0,,America/New_York,,,0
2335238,682,,Satellite Blvd & Bridgewater Apts Ob,,33.947727,-84.154189,,,0,,America/New_York,,,0
2335239,683,,Satellite Blvd & I Love Phone Plaza Ib,,33.942932,-84.160085,,,0,,America/New_York,,,0
2335240,684,,Satellite Rd & Pars Cars Sales,,33.964466,-84.126815,,,0,,America/New_York,,,0
2335241,685,,Satellite Blvd & Century Apartments Ib,,33.948375,-84.152362,,,0,,America/New_York,,,0
2335242,686,,Satellite Blvd & Menlo Creek Apts Ob,,33.946113,-84.156808,,,0,,America/New_York,,,0
2335243,687,,Satellite Blvd & Chevy Dealership,,33.963321,-84.122186,,,0,,America/New_York,,,0
2335244,688,,Satellite Blvd & Chick-Fil-A Ib,,33.987522,-84.089126,,,0,,America/New_York,,,0
2335245,689,,Satellite Blvd & Childrens Healthcare Ib,,33.967226,-84.101623,,,0,,America/New_York,,,0
2335246,690,,Satellite & Ncr Main Entrance Ob,,33.967627,-84.101717,,,0,,America/New_York,,,0
2335247,691,,Satellite Blvd & Commerce Ave,,33.962199,-84.119064,,,0,,America/New_York,,,0
2335248,966,,Satellite Blvd & Commerce Ave,,33.961816,-84.11887,,,0,,America/New_York,,,0
2335249,694,,Satellite Blvd & Evergreen Blvd,,33.965007,-84.108087,,,0,,America/New_York,,,0
2335250,695,,Satellite Blvd & Golden Corral,,33.963031,-84.122313,,,0,,America/New_York,,,0
2335251,697,,Satellite Blvd At Gwinnett Place Ford,,33.962772,-84.121848,,,0,,America/New_York,,,0
2335252,698,,Satellite Blvd & Greenway Rd Ob,,33.937584,-84.1684,,,0,,America/New_York,,,0
2335253,699,,Satellite Blvd & Hopkins Mills Rd Ib,,33.941169,-84.163515,,,0,,America/New_York,,,0
2335254,700,,Satellite Blvd & Hopkins Mill Rd,,33.941335,-84.163887,,,0,,America/New_York,,,0
2335255,701,,Satellite Blvd & Satellite Square Ob,,33.95655,-84.139188,,,0,,America/New_York,,,0
2335256,702,,Satellite Blvd & Enterprise Dealer Ib,,33.962414,-84.113659,,,0,,America/New_York,,,0
2335257,703,,Satellite Rd & Ncr Office Building Ob,,33.962717,-84.113828,,,0,,America/New_York,,,0
2335258,704,,Satellite Blvd & Intown Suites Ib,,33.956097,-84.139323,,,0,,America/New_York,,,0
2335259,708,,Satellite Blvd & Satellite Point Offices,,33.962664,-84.120331,,,0,,America/New_York,,,0
2335260,709,,Satellite Blvd At Old Mills Way,,33.940726,-84.165647,,,0,,America/New_York,,,0
2335261,710,,Satellite Blvd & Chow Won Buffet,,33.958114,-84.136558,,,0,,America/New_York,,,0
2335262,711,,Satellite Blvd & Pond Rd,,33.940515,-84.16711,,,0,,America/New_York,,,0
2335263,712,,Satellie Blvd & Qt Ob,,33.962163,-84.132393,,,0,,America/New_York,,,0
2335264,713,,Satellite Blvd At Recycling Center Ib,,33.947381,-84.154272,,,0,,America/New_York,,,0
2335265,715,,Satellite Blvd & The Eclipse Apts Ob,,33.950189,-84.149394,,,0,,America/New_York,,,0
2335266,716,,Satellite Blvd & Gwinnett Square Apts OB,,33.949172,-84.151445,,,0,,America/New_York,,,0
2335267,718,,Satellite Blvd & Summit Plaza Ib,,33.952553,-84.144036,,,0,,America/New_York,,,0
2335268,719,,Satellite Blvd & Suzuki Dealership,,33.963551,-84.111042,,,0,,America/New_York,,,0
2335269,720,,Satellite Blvd At Valley Ridge Ln Ib,,33.939937,-84.16755,,,0,,America/New_York,,,0
2335270,721,,Satellite Blvd & 2180 Satellite Blvd,,33.984399,-84.092431,,,0,,America/New_York,,,0
2335271,722,,Satellite Blvd & West Liddell Ib,,33.951266,-84.14657,,,0,,America/New_York,,,0
2335272,723,,Satellite Blvd & W Liddell Rd,,33.95128,-84.147099,,,0,,America/New_York,,,0
2335273,727,,Satellite Blvd & Tandy Key Ln,,33.963566,-84.124399,,,0,,America/New_York,,,0
2335274,729,,Satellite Blvd & Midas Ib,,33.957906,-84.136308,,,0,,America/New_York,,,0
2335275,731,,Satellite Blvd & Bp Gas Station,,33.977971,-84.093137,,,0,,America/New_York,,,0
2335276,732,,Satellite Blvd & Steve Reynolds (qt) Ib,,33.953716,-84.142527,,,0,,America/New_York,,,0
2335277,734,,Scientific Dr & Peachtree Pkwy (uci),,33.965359,-84.222879,,,0,,America/New_York,,,0
2335278,736,,Shackleford Rd & Corporate Dr Ib,,33.941298,-84.145905,,,0,,America/New_York,,,0
2335279,737,,Shackleford Rd & Corporate Dr,,33.941555,-84.145698,,,0,,America/New_York,,,0
2335280,738,,Shackleford Rd & Hotel (sonesta),,33.949132,-84.129192,,,0,,America/New_York,,,0
2335281,739,,Park Dr & Shackleford Rd,,33.938766,-84.149614,,,0,,America/New_York,,,0
2335282,740,,Shackleford Rd & Park Dr,,33.939158,-84.150094,,,0,,America/New_York,,,0
2335283,741,,Shackleford Rd & Pine Rd Ob,,33.94806,-84.131305,,,0,,America/New_York,,,0
2335284,743,,Singleton Rd & Church (past Thmpsn Pkwy),,33.904556,-84.202081,,,0,,America/New_York,,,0
2335285,744,,Singleton Rd & Harbins Rd Ib,,33.908186,-84.183344,,,0,,America/New_York,,,0
2335286,746,,Singleton Rd & Pirkle Rd,,33.908,-84.192443,,,0,,America/New_York,,,0
2335287,747,,Singleton Rd & Pirkle Rd Ob,,33.90826,-84.191978,,,0,,America/New_York,,,0
2335288,748,,Singleton Rd & Singleton Valley Cir (1),,33.909511,-84.17842,,,0,,America/New_York,,,0
2335289,749,,Singleton Rd & Turners Ridge Dr,,33.909906,-84.176956,,,0,,America/New_York,,,0
2335290,750,,Singleton Rd & Walton Way,,33.908186,-84.189214,,,0,,America/New_York,,,0
2335291,751,,Singleton Rd & Santa Anna Dr,,33.912729,-84.167313,,,0,,America/New_York,,,0
2335292,752,,Singleton Rd & Button Gwinnett Dr Ob,,33.908302,-84.190782,,,0,,America/New_York,,,0
2335293,753,,Singleton Rd & Button Gwinnett Pl,,33.908132,-84.190485,,,0,,America/New_York,,,0
2335294,754,,Singleton Rd & Country Downs Dr,,33.910656,-84.173459,,,0,,America/New_York,,,0
2335295,758,,Singleton Rd & Aldi Grocery Store,,33.903366,-84.204047,,,0,,America/New_York,,,0
2335296,759,,Singleton Rd & Gladiator Dr Ob,,33.909091,-84.18062,,,0,,America/New_York,,,0
2335297,760,,Singleton Rd & Harbins Rd Ob,,33.908456,-84.18307,,,0,,America/New_York,,,0
2335298,761,,Singleton Rd & Sarah Ct,,33.904034,-84.20269,,,0,,America/New_York,,,0
2335299,762,,Singleton Rd & Metro Self Storage,,33.913164,-84.165478,,,0,,America/New_York,,,0
2335300,763,,Singleton Rd & Thompson Pkwy (qt),,33.90515,-84.200703,,,0,,America/New_York,,,0
2335301,764,,Singleton Rd & Thompson Pkwy,,33.904977,-84.200445,,,0,,America/New_York,,,0
2335302,765,,Singleton Rd & Reddington Ln Ob,,33.910329,-84.174524,,,0,,America/New_York,,,0
2335303,766,,Singleton Rd & Riva Ridge Dr,,33.911348,-84.169619,,,0,,America/New_York,,,0
2335304,767,,Singleton Rd & Robin Hill Dr Ob,,33.909645,-84.178889,,,0,,America/New_York,,,0
2335305,768,,Singleton Rd & Sandune Dr,,33.91012,-84.174393,,,0,,America/New_York,,,0
2335306,769,,Singleton Rd & Seattle Slew Ln,,33.91105,-84.170541,,,0,,America/New_York,,,0
2335307,770,,Singleton Rd & Singleton Valley Cir (2),,33.909695,-84.176797,,,0,,America/New_York,,,0
2335308,771,,5925 Singleton Rd Steep Chase),,33.907461,-84.1958,,,0,,America/New_York,,,0
2335309,772,,Singleton Rd & Steeple Chase Apts,,33.907346,-84.195467,,,0,,America/New_York,,,0
2335310,773,,Singleton Rd & Stonewood Dr Ob,,33.908435,-84.188492,,,0,,America/New_York,,,0
